child_id,mother_id,race_code,sex_code,birth_month,birth_year,birth_order,mother_age_at_birth,highest_grade_category,highest_degree_code,has_ged,has_hs_diploma,has_associates,has_ba,has_bs,has_masters,has_phd,has_professional_degree,snap_1994,snap_1996,snap_1998,snap_2000,snap_2002,snap_2004,snap_2006,snap_2008,snap_2010,snap_2012,snap_2014,snap_2016,snap_2018,tanf_afdc_1994,tanf_afdc_1996,tanf_afdc_1998,tanf_afdc_2000,tanf_afdc_2002,tanf_afdc_2004,tanf_afdc_2006,tanf_afdc_2008,tanf_afdc_2010,tanf_afdc_2012,tanf_afdc_2014,tanf_afdc_2016,tanf_afdc_2018,mother_educ_1979,mother_educ_1994,mother_educ_2006,mother_educ_2006_revised,mother_educ_2008,mother_educ_2012,father_in_hh_1994,father_in_hh_1996,father_in_hh_1998,father_in_hh_2000,father_in_hh_2002,father_in_hh_2004,father_in_hh_2006,race,sex,female,valid_snap_waves,valid_tanf_afdc_waves,snap_wave_count,tanf_afdc_wave_count,any_snap,any_tanf_afdc,exposure_group,hs_or_more_from_grade,associate_or_more_from_grade,bachelors_or_more_from_grade,hs_or_more_from_degree,associate_or_more_from_degree,bachelors_or_more_from_degree,mother_educ_latest,mother_educ_baseline_1979,valid_father_hh_waves,father_in_hh_wave_count,father_in_hh_any,region,urban_rural,ppvt_avg,math_avg,ppvt_earliest,math_earliest,ever_worked,avg_earn_per_wk,avg_work_freq
987702,9877,2,2.0,11.0,1991,2,29.0,7.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,10.0,12.0,,,,12.0,1.0,1.0,1.0,1.0,1.0,1.0,,Black,Female,1.0,5,1,0,0,0.0,0.0,Neither,1.0,1.0,0.0,1.0,1.0,0.0,12.0,10.0,6,6,1.0,West,Urban,63.5,28.333333333333332,35.0,16.0,0.0,,
988101,9881,1,1.0,8.0,1986,1,22.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,8.0,12.0,,,12.0,,1.0,1.0,1.0,1.0,,,,Hispanic,Male,0.0,4,0,0,0,0.0,,,1.0,0.0,0.0,1.0,0.0,0.0,12.0,8.0,4,4,1.0,West,Urban,,,,,,,
988102,9881,1,2.0,5.0,1990,2,25.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,8.0,12.0,,,12.0,,1.0,1.0,1.0,1.0,,,,Hispanic,Female,1.0,5,3,0,0,0.0,0.0,Neither,1.0,0.0,0.0,1.0,0.0,0.0,12.0,8.0,4,4,1.0,West,Urban,,,,,,,
988103,9881,1,1.0,10.0,1994,3,30.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,8.0,12.0,,,12.0,,1.0,1.0,1.0,1.0,,,,Hispanic,Male,0.0,2,1,0,0,0.0,0.0,Neither,1.0,0.0,0.0,1.0,0.0,0.0,12.0,8.0,4,4,1.0,West,Urban,,,,,,,
988201,9882,3,2.0,5.0,1980,1,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,"Non-Black, Non-Hispanic",Female,1.0,0,0,0,0,,,,,,,,,,12.0,12.0,0,0,,,,44.0,12.0,44.0,12.0,,,
988202,9882,3,1.0,10.0,1981,2,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,"Non-Black, Non-Hispanic",Male,0.0,0,0,0,0,,,,,,,,,,12.0,12.0,0,0,,,,33.0,,33.0,,,,
988203,9882,3,1.0,5.0,1986,3,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,"Non-Black, Non-Hispanic",Male,0.0,0,0,0,0,,,,,,,,,,12.0,12.0,0,0,,,,,,,,,,
988501,9885,1,1.0,3.0,1981,1,22.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,1.0,0.0,0.0,,0.0,,0.0,13.0,12.0,12.0,13.0,13.0,,1.0,1.0,1.0,1.0,,,,Hispanic,Male,0.0,10,7,1,1,1.0,1.0,Both SNAP and TANF/AFDC,1.0,0.0,0.0,1.0,0.0,0.0,13.0,13.0,4,4,1.0,West,Urban,33.0,37.0,33.0,37.0,,,
988502,9885,1,2.0,1.0,1983,2,24.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,,,,,,0.0,0.0,,0.0,,13.0,12.0,12.0,13.0,13.0,,1.0,1.0,1.0,1.0,1.0,,,Hispanic,Female,1.0,8,4,0,0,0.0,0.0,Neither,1.0,0.0,0.0,1.0,0.0,0.0,13.0,13.0,5,5,1.0,West,Urban,62.0,31.0,14.0,23.0,,,
988701,9887,1,2.0,6.0,1980,1,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,11.0,11.0,12.0,12.0,12.0,,0.0,0.0,0.0,,,,,Hispanic,Female,1.0,8,7,0,0,0.0,0.0,Neither,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,3,0,0.0,West,Urban,87.33333333333333,31.6,45.0,15.0,,,
988702,9887,1,1.0,1.0,1988,2,28.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,11.0,11.0,12.0,12.0,12.0,,0.0,0.0,0.0,0.0,0.0,0.0,,Hispanic,Male,0.0,7,3,0,0,0.0,0.0,Neither,1.0,0.0,0.0,1.0,0.0,0.0,12.0,11.0,6,0,0.0,West,Urban,70.0,42.0,18.0,17.0,1.0,2500.0,2.0
989101,9891,1,1.0,1.0,1985,1,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,1.0,1.0,1.0,1.0,,,Hispanic,Male,0.0,0,0,0,0,,,,,,,,,,12.0,12.0,4,4,1.0,,,,,,,,,
989102,9891,1,2.0,11.0,1987,2,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,1.0,1.0,1.0,1.0,,,Hispanic,Female,1.0,0,0,0,0,,,,,,,,,,12.0,12.0,4,4,1.0,,,,,,,,,
989201,9892,1,2.0,9.0,1984,1,20.0,7.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,0.0,0.0,0.0,0.0,,0.0,9.0,12.0,13.0,13.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,,,Hispanic,Female,1.0,7,5,0,0,0.0,0.0,Neither,1.0,1.0,0.0,1.0,1.0,0.0,12.0,9.0,5,0,0.0,Midwest,Urban,92.66666666666667,35.2,55.0,16.0,,,
989202,9892,1,1.0,10.0,1996,2,32.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,9.0,12.0,13.0,13.0,12.0,12.0,,,1.0,1.0,1.0,0.0,,Hispanic,Male,0.0,3,1,0,0,0.0,0.0,Neither,1.0,0.0,0.0,1.0,0.0,0.0,12.0,9.0,4,3,1.0,South,Rural,115.0,46.666666666666664,101.0,43.0,1.0,1000.0,3.0
989501,9895,1,2.0,9.0,1984,1,24.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,1.0,0.0,0.0,0.0,,0.0,,,,,,,,0.0,0.0,0.0,0.0,,0.0,12.0,13.0,14.0,13.0,14.0,12.0,1.0,0.0,1.0,1.0,1.0,1.0,,Hispanic,Female,1.0,6,5,1,0,1.0,0.0,SNAP only,1.0,0.0,0.0,1.0,0.0,0.0,12.0,12.0,6,5,1.0,West,Urban,78.0,28.0,35.0,10.0,,,
989502,9895,1,1.0,12.0,1985,2,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,0.0,12.0,13.0,14.0,13.0,14.0,12.0,1.0,0.0,1.0,1.0,1.0,1.0,,Hispanic,Male,0.0,7,1,0,0,0.0,0.0,Neither,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,6,5,1.0,West,Urban,82.33333333333333,34.5,48.0,13.0,,,
989503,9895,1,2.0,9.0,1996,3,36.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,12.0,13.0,14.0,13.0,14.0,12.0,,,1.0,1.0,1.0,1.0,,Hispanic,Female,1.0,2,1,0,0,0.0,0.0,Neither,1.0,0.0,0.0,1.0,0.0,0.0,12.0,12.0,4,4,1.0,West,Urban,43.5,36.0,85.0,14.0,0.0,,
989701,9897,1,1.0,7.0,1997,1,35.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,10.0,16.0,16.0,16.0,16.0,16.0,,,1.0,1.0,1.0,1.0,,Hispanic,Male,0.0,2,1,0,0,0.0,0.0,Neither,1.0,0.0,0.0,1.0,0.0,0.0,16.0,10.0,4,4,1.0,West,Urban,93.5,45.75,52.0,22.0,0.0,,
989702,9897,1,2.0,2.0,2001,2,39.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,16.0,16.0,16.0,16.0,16.0,,,,,1.0,1.0,,Hispanic,Female,1.0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,16.0,10.0,2,2,1.0,West,Urban,111.0,43.2,68.0,20.0,0.0,,
989801,9898,1,2.0,2.0,1991,1,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,Hispanic,Female,1.0,0,0,0,0,,,,,,,,,,10.0,10.0,0,0,,,,,,,,,,
989901,9899,1,2.0,8.0,1989,1,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,13.0,,,,,1.0,1.0,0.0,0.0,0.0,,,Hispanic,Female,1.0,0,0,0,0,,,,,,,,,,13.0,13.0,5,2,1.0,,,58.5,29.333333333333332,37.0,16.0,,,
989902,9899,1,1.0,3.0,1992,2,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,13.0,,,,,1.0,1.0,0.0,0.0,0.0,,,Hispanic,Male,0.0,0,0,0,0,,,,,,,,,,13.0,13.0,5,2,1.0,,,53.0,17.0,53.0,17.0,,,
990301,9903,1,1.0,9.0,1984,1,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,Hispanic,Male,0.0,0,0,0,0,,,,,,,,,,7.0,7.0,0,0,,,,,,,,,,
990601,9906,1,1.0,5.0,1994,1,30.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,7.0,11.0,11.0,11.0,12.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,,Hispanic,Male,0.0,4,1,0,0,0.0,0.0,Neither,1.0,0.0,0.0,1.0,0.0,0.0,12.0,7.0,6,6,1.0,South,Urban,64.0,20.75,64.0,13.0,1.0,2000.0,3.0
990602,9906,1,1.0,4.0,2000,2,36.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,11.0,11.0,11.0,12.0,12.0,,,,1.0,1.0,1.0,,Hispanic,Male,0.0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,3,3,1.0,South,Urban,11.0,14.0,11.0,9.0,0.0,,
991001,9910,3,2.0,8.0,1983,1,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,"Non-Black, Non-Hispanic",Female,1.0,0,0,0,0,,,,,,,,,,8.0,8.0,0,0,,,,69.0,12.0,69.0,12.0,,,
991301,9913,1,1.0,4.0,1980,2,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,12.0,10.0,10.0,,,,,,,,Hispanic,Male,0.0,0,0,0,0,,,,,,,,,,10.0,10.0,0,0,,,,59.0,16.0,59.0,16.0,,,
991302,9913,1,1.0,4.0,1980,1,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,12.0,10.0,10.0,,,,,,,,Hispanic,Male,0.0,0,0,0,0,,,,,,,,,,10.0,10.0,0,0,,,,48.0,16.0,48.0,16.0,,,
991303,9913,1,2.0,10.0,1987,3,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,12.0,10.0,10.0,,,,,,,,Hispanic,Female,1.0,0,0,0,0,,,,,,,,,,10.0,10.0,0,0,,,,,,,,,,
991601,9916,1,2.0,11.0,1983,1,20.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,6.0,6.0,,,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,Hispanic,Female,1.0,3,1,0,0,0.0,0.0,Neither,1.0,0.0,0.0,1.0,0.0,0.0,6.0,6.0,6,0,0.0,West,Urban,82.66666666666667,32.25,53.0,19.0,,,
991602,9916,1,2.0,5.0,1987,2,24.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,,6.0,6.0,,,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,Hispanic,Female,1.0,6,3,0,0,0.0,0.0,Neither,0.0,0.0,0.0,1.0,0.0,0.0,6.0,6.0,6,0,0.0,West,Urban,48.0,23.75,17.0,5.0,,,
991603,9916,1,2.0,7.0,1988,3,25.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,6.0,6.0,,,6.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,,Hispanic,Female,1.0,6,1,0,0,0.0,0.0,Neither,1.0,0.0,0.0,1.0,0.0,0.0,6.0,6.0,6,1,1.0,West,Urban,14.0,34.25,14.0,10.0,1.0,2000.0,1.0
991604,9916,1,2.0,8.0,1997,4,34.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,6.0,6.0,,,6.0,6.0,,,1.0,0.0,0.0,0.0,,Hispanic,Female,1.0,2,1,0,0,0.0,0.0,Neither,1.0,0.0,0.0,1.0,0.0,0.0,6.0,6.0,4,1,1.0,West,Urban,37.0,,37.0,,0.0,,
992001,9920,2,1.0,5.0,1994,1,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,1.0,1.0,,,,,Black,Male,0.0,0,0,0,0,,,,,,,,,,8.0,8.0,2,2,1.0,,,,,,,,,
992002,9920,2,1.0,7.0,1996,2,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,1.0,,,,,Black,Male,0.0,0,0,0,0,,,,,,,,,,8.0,8.0,1,1,1.0,,,,,,,,,
992201,9922,1,1.0,7.0,1980,1,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,,,,,,,,,0.0,11.0,11.0,11.0,12.0,12.0,12.0,0.0,0.0,0.0,,,,,Hispanic,Male,0.0,9,2,0,0,0.0,0.0,Neither,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,3,0,0.0,Northeast,Urban,100.0,41.5,70.0,18.0,,,
992202,9922,1,1.0,11.0,1996,2,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,11.0,11.0,11.0,12.0,12.0,12.0,,,1.0,1.0,1.0,1.0,,Hispanic,Male,0.0,2,1,0,0,0.0,0.0,Neither,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,4,4,1.0,Northeast,Urban,95.0,48.333333333333336,95.0,32.0,0.0,,
992501,9925,1,1.0,8.0,1983,1,19.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,1.0,,,0.0,,,,0.0,,,,,0.0,0.0,,,0.0,,9.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,,0.0,,Hispanic,Male,0.0,7,4,1,0,1.0,0.0,SNAP only,1.0,0.0,0.0,1.0,0.0,0.0,12.0,9.0,5,0,0.0,South,Urban,86.33333333333333,24.8,43.0,9.0,,,
992502,9925,1,1.0,2.0,1989,2,25.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,9.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,,Hispanic,Male,0.0,6,4,2,0,1.0,0.0,SNAP only,1.0,0.0,0.0,1.0,0.0,0.0,12.0,9.0,6,0,0.0,South,Urban,76.0,34.8,23.0,9.0,0.0,,
992701,9927,1,1.0,4.0,1983,1,24.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,1.0,,0.0,,,,,,,,,,,0.0,,0.0,,12.0,,,12.0,12.0,12.0,1.0,1.0,1.0,1.0,,,,Hispanic,Male,0.0,5,2,1,0,1.0,0.0,SNAP only,1.0,0.0,0.0,1.0,0.0,0.0,12.0,12.0,4,4,1.0,West,Urban,65.0,24.333333333333332,39.0,9.0,,,
992702,9927,1,1.0,3.0,1995,2,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,12.0,12.0,12.0,,1.0,1.0,1.0,1.0,,,Hispanic,Male,0.0,0,0,0,0,,,,,,,,,,12.0,12.0,4,4,1.0,,,,,,,,,
993001,9930,1,2.0,1.0,1982,1,19.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,10.0,12.0,,,,,1.0,1.0,1.0,,,,,Hispanic,Female,1.0,6,6,0,0,0.0,0.0,Neither,1.0,0.0,0.0,1.0,0.0,0.0,12.0,10.0,3,3,1.0,West,Urban,67.5,29.75,31.0,8.0,,,
993002,9930,1,1.0,6.0,1983,2,21.0,8.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,10.0,12.0,,,,,1.0,1.0,1.0,,,,,Hispanic,Male,0.0,3,0,0,0,0.0,,,1.0,1.0,1.0,1.0,1.0,1.0,12.0,10.0,3,3,1.0,West,Urban,88.33333333333333,30.75,38.0,5.0,,,
993003,9930,1,2.0,7.0,1985,3,23.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,10.0,12.0,,,,,1.0,1.0,1.0,,0.0,0.0,,Hispanic,Female,1.0,2,0,0,0,0.0,,,1.0,0.0,0.0,1.0,0.0,0.0,12.0,10.0,5,3,1.0,West,Urban,58.666666666666664,20.0,19.0,9.0,,,
993201,9932,3,1.0,1.0,1984,1,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,"Non-Black, Non-Hispanic",Male,0.0,0,0,0,0,,,,,,,,,,11.0,11.0,0,0,,,,56.0,,56.0,,,,
993202,9932,3,2.0,4.0,1987,2,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,"Non-Black, Non-Hispanic",Female,1.0,0,0,0,0,,,,,,,,,,11.0,11.0,0,0,,,,,,,,,,
993501,9935,1,2.0,12.0,1981,1,19.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,10.0,13.0,,,,14.0,1.0,1.0,1.0,1.0,,,,Hispanic,Female,1.0,8,7,0,0,0.0,0.0,Neither,1.0,0.0,0.0,1.0,0.0,0.0,14.0,10.0,4,4,1.0,West,Urban,67.5,44.5,23.0,18.0,,,
993502,9935,1,1.0,3.0,1983,2,20.0,7.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,0.0,0.0,,0.0,,,,0.0,,,,,,,,,,,10.0,13.0,,,,14.0,1.0,1.0,1.0,1.0,,,,Hispanic,Male,0.0,4,1,0,0,0.0,0.0,Neither,1.0,1.0,0.0,1.0,1.0,0.0,14.0,10.0,4,4,1.0,West,Urban,82.0,34.0,16.0,8.0,,,
993503,9935,1,2.0,4.0,1986,3,23.0,8.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,,,10.0,13.0,,,,14.0,1.0,1.0,1.0,1.0,,,,Hispanic,Female,1.0,5,4,0,0,0.0,0.0,Neither,1.0,1.0,1.0,1.0,1.0,1.0,14.0,10.0,4,4,1.0,West,Urban,79.0,42.75,52.0,22.0,,,
993504,9935,1,2.0,7.0,1988,4,25.0,7.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,0.0,10.0,13.0,,,,14.0,1.0,1.0,1.0,1.0,,,,Hispanic,Female,1.0,5,1,0,0,0.0,0.0,Neither,1.0,1.0,0.0,1.0,1.0,0.0,14.0,10.0,4,4,1.0,West,Urban,63.5,30.0,38.0,15.0,,,
993801,9938,1,2.0,6.0,1984,1,22.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,,0.0,0.0,1.0,,1.0,,,,,,,,,,,,,0.0,10.0,13.0,13.0,13.0,12.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,,Hispanic,Female,1.0,6,1,2,0,1.0,0.0,SNAP only,0.0,0.0,0.0,1.0,0.0,0.0,13.0,10.0,6,6,1.0,West,Urban,78.0,45.8,40.0,23.0,,,
993802,9938,1,2.0,10.0,1985,2,23.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,0.0,0.0,1.0,1.0,,1.0,,,,,,0.0,,0.0,0.0,0.0,1.0,,1.0,10.0,13.0,13.0,13.0,12.0,13.0,1.0,1.0,1.0,1.0,1.0,,,Hispanic,Female,1.0,6,6,3,2,1.0,1.0,Both SNAP and TANF/AFDC,0.0,0.0,0.0,1.0,0.0,0.0,13.0,10.0,5,5,1.0,West,Urban,89.66666666666667,38.0,65.0,13.0,,,
993803,9938,1,1.0,7.0,1988,3,26.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,10.0,13.0,13.0,13.0,12.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,,Hispanic,Male,0.0,7,1,0,0,0.0,0.0,Neither,1.0,0.0,0.0,1.0,0.0,0.0,13.0,10.0,6,6,1.0,West,Urban,39.0,39.0,13.0,12.0,1.0,3600.0,4.0
993804,9938,1,1.0,11.0,1989,4,27.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,0.0,10.0,13.0,13.0,13.0,12.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,,Hispanic,Male,0.0,4,1,0,0,0.0,0.0,Neither,0.0,0.0,0.0,1.0,0.0,0.0,13.0,10.0,6,6,1.0,West,Urban,49.0,20.75,30.0,22.0,0.0,,
993901,9939,1,2.0,11.0,1991,1,32.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,0.0,1.0,0.0,1.0,13.0,16.0,,,16.0,16.0,1.0,1.0,1.0,1.0,,,,Hispanic,Female,1.0,5,4,2,2,1.0,1.0,Both SNAP and TANF/AFDC,1.0,0.0,0.0,1.0,0.0,0.0,16.0,13.0,4,4,1.0,West,Urban,56.0,31.0,56.0,19.0,,,
993902,9939,1,1.0,11.0,1996,2,37.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,0.0,13.0,16.0,,,16.0,16.0,,,1.0,1.0,,,,Hispanic,Male,0.0,2,1,0,0,0.0,0.0,Neither,1.0,0.0,0.0,1.0,0.0,0.0,16.0,13.0,2,2,1.0,West,Urban,,64.0,,63.0,1.0,500.0,1.0
994001,9940,1,1.0,6.0,1977,1,20.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,0.0,,0.0,,,,,,,0.0,0.0,0.0,,0.0,,0.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,,,,,Hispanic,Male,0.0,7,5,0,0,0.0,0.0,Neither,1.0,0.0,0.0,1.0,0.0,0.0,9.0,9.0,3,0,0.0,West,Urban,65.66666666666667,26.0,56.0,16.0,,,
994002,9940,1,2.0,2.0,1981,2,23.0,6.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,,,,0.0,0.0,0.0,,0.0,,0.0,9.0,9.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,,,,Hispanic,Female,1.0,8,6,0,0,0.0,0.0,Neither,1.0,0.0,0.0,1.0,0.0,0.0,9.0,9.0,4,0,0.0,West,Urban,56.5,25.8,20.0,10.0,,,
